F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-60.99,18238.59,9,Europe,-4046.24,58.8,-96.4,14.91,Low,146.01,1206.39,-10.74,-4.02,92.28,2098.34,2562.84,2433.94,-16485.6,-35.67,9.5,375.96,-71.82,-10370.44,-17972.37,49.41,14,-461.26,-627.45,-3351.42,18.13,-24.34,-67.07,-2619.42,0.12,209.62,2.06,159.71
-65.69,26828.22,6,UK,-11357.5,638.11,23.02,18.43,High,274.89,2392.02,-10.56,-3.74,116.31,1546.54,1695.45,1322.44,-13458.2,-48.18,13.82,294.21,-50.7,-6595.76,5051.34,3.01,6,749.08,-651.03,-4726.83,20.44,27.84,-87.43,-1421.92,0.34,97.28,3.18,545.67
-71.01,24871.56,9,Europe,-10274.61,206.36,46.92,17.53,Medium,340.86,2100.81,-14.1,9.56,96.27,949.42,-61.23,1817.44,-16357.24,-23.31,19.74,285.51,-52.56,-15927.6,-7371.96,61.15,6,-330,-660.45,-3576.75,17.23,-100.78,-92.57,-2155.38,2.94,397.62,2.77,1850.73
-64.92,31765.02,15,USA,-15026.88,718.91,-111.78,14.45,Very low,189.36,1600.32,-10.17,-11.84,169.32,1700.44,305.58,2301.18,-1548.02,-15.99,2.72,264.93,-69.93,-17290.9,-6764.55,66.2,6,421.35,-664.23,-4215.36,17.28,-26.7,-91.34,-2469.26,0.02,167.28,1.54,189.03
-31.08,25080.63,9,UK,-9780.55,-10.41,-72.06,13.5,Low,0.45,490.65,-14.44,-0.18,375.51,2229.42,420.57,1848.26,-19990.7,-40.59,2.6,505.86,-66.54,-16137.76,-10980.48,40.52,10,-23.58,-570.24,-4706.07,5.59,-101.02,-70.34,-1999.02,11.5,140.06,2.4,2314.81
-14.67,21967.44,12,Europe,-12328.48,378.65,29.52,14.51,Very low,48.45,2055.09,-8.25,1.24,53.49,2550.24,-580.02,2418.58,-13105.02,-30.06,7.02,222.15,-71.73,-14551,-16897.11,86.67,4,45.5,-494.64,-2141.7,17.67,33.78,-95.23,-1097.96,91.86,57.68,3.15,428.41
-106.49,12714.15,6,UK,-10146.03,671.62,22.82,9.87,Medium,-5.1,1697.37,-8.68,-4.24,119.73,2686.42,850.41,2734.64,-23125.48,-25.92,11.14,361.56,-64.53,-9351.92,2967.21,43.4,12,-78.32,-775.29,-3042.9,16.32,8.24,-88.05,-1627.18,3.8,160.18,2.88,1068.01
-76.89,16593.96,21,USA,-6235.91,231.66,21.3,14.82,High,193.23,1176.6,-15.84,4.8,173.31,1656.18,-10.23,2745.3,-27664.28,-52.53,1.18,480.39,-70.35,-17438.6,-3454.89,37.63,10,-482.57,-600.36,-4730.25,17.57,-135.26,-84.5,-2142.16,51.32,146.04,3.66,951.55
-135.17,7857.84,15,UK,-11739.5,296.31,-33.34,14.63,Medium,128.28,-944.19,-14.43,3.48,179.88,1799.92,-907.86,2425.02,-16439.84,-32.64,14,349.92,-59.46,-15954.18,14700.06,13.26,8,-414.58,-602.19,-4340.43,15.61,-81.58,-68.97,-2928.16,0.34,189.56,5.02,649.48
8.09,23954.61,24,Europe,-12065.56,44.53,-149.94,12.97,Low,101.85,3028.86,-11.42,4.44,-24.99,2400.12,10.38,2938.52,-16191.86,-9.57,7.26,285.72,-75.03,-2213.66,-1044.99,-5.33,8,-138.69,-622.62,-3786.54,16.05,-3.82,-65.46,-2018.56,0.34,305.36,1.06,-1251.44
58.65,11665.56,6,USA,-10106.09,-203.67,10.16,5.48,Very low,-22.77,1216.95,-9.92,8.48,220.86,2838.7,-443.82,1854.26,-24849.26,-30.15,5.56,300.84,-62.64,-5953.62,-10505.13,61.31,14,233.58,-544.23,-2251.05,18.75,-31.52,-44.61,-2767.9,8.82,209.44,1.48,1204.76
-77.91,29166.63,21,Rest,-5855.38,188.59,71.38,22,Medium,157.02,-619.83,-12.8,13.9,207.24,794.68,1534.65,3083.65,-28494.32,-31.86,8.7,530.55,-65.97,-10747.08,-367.95,29.83,6,-165.74,-816.75,-3303.69,13.76,4.52,-69.2,-2387.7,4.18,362.4,7.56,-87.95
-110.32,25126.83,27,UK,-12372.17,-152.58,-1.22,9.59,Very low,12.57,2345.49,-7.84,-0.84,45,1687.22,1312.86,3571.26,-17787.84,-33.39,3.18,403.65,-68.01,-20020.54,-969.84,36.17,8,211.51,-473.79,-3375.6,16.72,51.52,-110.92,-2196.12,32.32,-53.48,2.43,112.62
-129.95,17947.65,9,Rest,-11071.03,378.72,-22.18,14.38,Low,140.94,1312.95,-12.32,35.48,45.69,2130.24,56.19,2506.92,-17761.84,-18.51,5.04,513.69,-73.92,-11452.02,-5877.66,154.96,10,-247.39,-599.49,-4456.65,18.71,-74.52,-79.12,-1732.82,1.46,187.44,3.61,131.39
-76.74,22144.83,6,UK,-10622.02,-363.17,27.62,22.46,Low,37.95,1606.14,-8.58,-7.1,117.72,644.6,286.53,2338.63,-15026.5,-33.33,6.3,312.48,-88.65,-18649.68,-4525.95,19.53,14,-136.81,-536.4,-3205.05,9.08,-103.16,-53.47,-2318.1,0.78,244.32,7.51,-17.76
-81.1,22168.89,12,UK,-10576.9,-239.14,89,8.58,Very high,-81.6,2288.88,-12.92,-1.62,218.82,1365.1,762.09,2615.29,-13995.84,-15.03,2.7,392.13,-74.79,-22042.94,-9320.7,-0.55,8,321.27,-760.92,-2299.56,16.65,65.32,-46.2,-2201.72,0,124.88,10.77,-132.5
-71.63,25771.68,21,USA,-11004.81,308.04,160.58,10.14,Very low,118.77,751.92,-12.3,-21.3,174.54,1376.72,177.9,2846.39,-15512.98,-25.2,12.96,357.21,-59.07,-15522.24,2806.14,108.97,8,-946.16,-653.55,-5980.89,16.83,-23.3,-111.85,-2071.14,0.06,245.12,12.26,-2603.93
-80.93,11422.98,18,Rest,-7037.49,394.37,67.04,7.33,Low,69.84,538.89,-11.76,17.66,237.21,2254.88,-430.02,2993.17,-11261.94,-27.27,15.54,463.86,-65.97,-19270.58,-6033.84,57.64,8,-68.44,-493.23,-3702.33,11.58,-46.54,-79.74,-3067.44,0.18,306.36,6.32,48.36
-63.63,24213.27,9,Europe,-7085.8,417.55,75.48,11.59,Very low,-88.98,251.1,-12.04,-1.1,124.59,1525.28,-415.62,2421.72,-15066.56,-27.39,2.34,421.71,-67.5,-24389.04,-19859.25,27.37,8,-421.32,-366.75,-2603.61,15.25,-21.36,-116.71,-1192.26,1.38,249.72,1.89,349.3
-145.27,3083.85,15,USA,-4564.15,257.2,90.46,14.13,Very high,304.29,798.72,-13.55,11.82,-37.92,776.06,378.39,2428.88,-14756.9,-18.6,1.86,405.99,-70.41,-15682.22,-2768.64,147.28,16,-291.3,-482.01,-4688.31,12.21,-39.88,-72.85,-2107.66,1.56,256.46,3.47,615.44
-74.95,17210.82,12,Europe,-6885.08,449.25,110.1,14.68,Medium,131.25,-196.17,-8.55,5.98,-48.12,2411.34,958.83,2086.91,-16838.3,-25.59,6.7,280.83,-75.24,-13023.36,-6420.93,41.33,10,46.21,-857.43,-4227.66,18.04,214.98,-163.16,-1727.9,2.24,96.96,5.14,-406.51
-48.64,14075.19,15,USA,-10106.68,215.3,-9.72,16.86,Low,-17.97,1363.2,-8.68,23.14,245.67,1471.74,2266.77,1857.86,-13646.92,-44.97,8.1,71.85,-53.37,-15039.42,-2441.67,96.53,8,27.91,-512.37,-3588.39,17.88,-202.74,-76.9,-3115.54,13.58,158.24,12.4,-403.27
-52.99,18485.46,9,Europe,-12605.58,99.23,87.42,15.53,Very high,197.94,-558.33,-10.19,-3.38,82.44,1868.18,13.29,2259.29,-12964.58,-21.24,6.14,374.46,-80.61,-19701.16,-715.56,44.09,14,-691.5,-642.21,-5556.51,11.01,-59.7,-79.42,-1757.3,14.38,107.42,3.6,2246.86
-104.52,8202.45,12,Europe,-4620.18,91.74,75.86,16.62,Medium,175.08,1642.95,-13.32,7.34,8.67,1860.28,-1366.86,2279.83,-16970.82,-34.68,6.54,198.81,-60.27,-23582.28,14728.59,74.73,10,-294.52,-429.57,-5735.58,10.26,-60.36,-37.53,-1509.12,0.04,265.08,2.13,-132.92
37.38,4553.1,18,UK,-7370.66,539.14,67.36,20.52,Low,78.54,1772.04,-10.47,-1.06,341.13,2249.64,-1388.13,2346.35,-17017.54,-30.03,2.74,300.27,-63.06,-9720.34,-12900.9,69.45,10,-291.87,-620.67,-3370.05,15.15,-109.18,-85.05,-1507.72,1.76,239.52,2.85,-108.2
-73.53,23967.99,9,USA,-6404.29,227.1,-14.82,14.85,Low,-50.64,631.86,-5.72,3,122.76,2916.36,1125.54,2726.61,-16443.36,-23.16,5.08,304.59,-79.8,-14329.9,-9029.22,50.38,16,-453.05,-648.39,-6096.27,20.04,-17.7,-101.65,-3009.24,4.88,142.18,1.77,1506.14
-84.19,18332.37,6,UK,-5858.8,131.24,-31.74,18.58,High,39.24,1194.69,-10.5,-9.22,141.03,3341.88,468.18,2266.83,-8746.04,-29.97,25.06,334.11,-72.33,-9748.14,377.85,4.18,4,181.28,-595.29,-3707.73,15.81,103.5,-64.09,-2882.48,8.38,212.28,5.27,3589.34
-68.04,39595.2,15,Rest,-9146.53,-47.95,45.5,14.85,Very high,73.53,1454.37,-9.77,12.12,167.67,1811.4,-656.07,2291.53,-18643.12,-19.86,0.84,304.68,-62.01,-24634.44,-8724.18,32.62,4,-236.34,-619.74,-5562.66,16.49,54.44,-92.23,-2187.72,0.3,-17.84,10.81,88.85
-75.82,16964.97,12,UK,-9376.64,373.46,89.08,13.91,High,-35.91,2082.27,-11.31,1.06,96.36,2578.24,626.73,2512.41,-19880.54,-40.83,5.72,351.87,-64.17,-10805.3,12038.49,11.99,12,-624,-571.65,-2348.91,16.82,-278.96,-92.91,-1646.44,0.08,176.46,3.22,23.35
-62.46,20782.98,21,Europe,-11725.47,-9.04,42,13.81,Low,120.06,2543.1,-13.38,-13.74,144.24,1931.96,-300.69,3817.89,-19438.5,-26.64,6.54,374.04,-64.17,-10032.58,-1404.78,49.53,10,-83.61,-275.13,-3121.71,13.51,-52.42,-66.54,-2038.86,1.52,220.6,7.08,-1444.24
-133.42,20068.8,15,USA,-16244.21,459.35,-21.18,17.64,High,69.21,1995.87,-5.88,-5.52,74.04,2560.24,-411.15,2619.21,-22440.78,-24.03,1.94,393.54,-66.75,-16511.6,-5923.59,41.98,12,-369.28,-563.07,-3315.84,22.77,-320.68,-59.05,-1696.82,6.62,171.04,6.03,254.01
-37.22,24955.26,6,Rest,-8718.79,-102.9,121.52,18.47,Medium,76.14,372.18,-8.79,-3.38,305.04,764.08,1166.04,1564.92,-16889.82,-16.65,5.74,279.78,-62.61,-11161.18,-9028.71,-25.03,10,-281.83,-597.54,-2524.2,17.68,-32.34,-74.12,-1772.8,4116.52,184.38,13.7,21.02
-114.22,37856.52,12,USA,-9477.16,-200.92,4.76,18.28,Low,87.06,1104.42,-11.37,-0.76,153.72,1006.28,3306.51,2327.63,-20468.08,-13.71,9.52,264.27,-67.98,-13797.2,-3710.67,41.33,12,145.28,-531.54,-5089.95,12.57,11.58,-64.29,-1471.7,15.16,221.28,1.86,396.31
-44.35,25006.05,6,Europe,-11047.71,306.57,13,16.54,Very low,35.52,1838.01,-6.07,9.8,166.2,2305.52,688.26,2221.53,-17154.02,-28.74,6.26,251.28,-63.15,-22129.68,11964.93,42.96,8,-290.42,-579.15,-2791.65,17.81,15.44,-55.82,-2178.94,14.18,177.06,2.74,2344.21
-84.55,15447.45,15,USA,-6234.43,-190.8,-55.3,12.79,Medium,44.07,1883.25,-10.15,-14.04,340.56,2580.2,1245.54,2372.73,-15564.74,-32.34,13.76,692.1,-59.37,-17875.46,-3020.58,21.94,10,-616.38,-676.41,-3601.35,17.5,-56.54,-79.04,-1230.66,0.06,245.4,2.37,-275.5
-103.77,16467.51,15,USA,-4398.31,363.42,-54.82,18.16,Very high,233.22,2352.54,-11.79,-2.46,133.35,2399.38,1238.61,2976.97,-22382.28,-26.91,21.48,341.43,-68.61,-21473.3,7941.48,-21.01,2,-161.14,-676.23,-4200.36,4.16,-60.94,-109.63,-1659.18,0.22,337.4,1.56,1362.07
-50.2,35517.27,6,USA,-10160.56,106.48,37.26,25.05,Very high,87.21,1934.43,-19.79,-12.48,133.5,1741.72,1167.75,1936.56,-18631.04,-43.77,3.44,320.19,-98.4,-10871.34,-1032.3,58.35,14,-246.61,-423.81,-3918.45,17.41,21.48,-133.07,-2378.82,1,148.7,4.79,1109.2
-76.17,8594.16,9,USA,-14289.5,121.39,18.72,16.59,Very high,85.56,2076.33,-18.55,3.92,87.51,1704.86,714.51,3449.38,-18544.86,-40.26,2.4,318.84,-102.03,-18536.58,-210.66,36.95,8,-527.75,-601.62,-6125.25,11.57,-2.34,-104.46,-1945.8,0.7,99.78,4.46,1242.66
-21.47,35984.49,12,USA,-11000.67,661.44,7.18,12.14,Medium,79.41,2779.38,-16.5,-1.18,240.36,1878.04,1127.34,2850.65,-11503.84,-41.73,0.7,339.39,-63.6,-12142.84,-6100.14,-20.44,10,-451.88,-517.5,-2752.11,15.04,-9.58,-124.53,-1386.66,232.36,182.36,3.96,817.38
-43.23,21108.66,6,USA,-10756.21,500.32,76.76,-0.81,Very high,-13.14,1007.37,-11.14,-3.46,214.68,1771.98,76.53,940.57,-25427.28,-16.29,5.4,372.15,-85.35,-13506.8,138.54,37.6,10,-260.01,-809.4,-4223.64,12.51,30,-114.67,-411.14,1,208.4,1.12,794.82
-61.56,25555.23,9,USA,-9523,547.1,-48.36,15.22,Very low,-76.71,1721.22,-3.69,-5.5,32.76,2216.42,2144.1,2692.52,-16077.54,-31.53,6.12,685.98,-70.89,-26617.42,-3486.69,135.78,4,302.61,-597.42,-3407.91,17.2,-121.4,-80.18,-2013.76,11.26,237.38,4.13,1314.26
16.11,21766.23,9,UK,-14769.3,139.96,-35.82,15.73,Low,-28.23,-995.88,-16.99,2,191.76,1886.06,-1351.44,3723.41,-19909.1,-40.92,12.72,164.43,-63.36,-15799.92,-2108.61,-1.08,8,-590.73,-840,-2431.47,19.01,18.82,-92.37,-1749.6,0.42,200.4,7.85,-125.61
-60.34,14796.09,15,USA,-11567.42,551.31,-24.94,12.1,Very high,96.33,2900.25,-10.16,-4.86,46.14,394.42,1495.77,3189.19,-16754.2,-24.72,5.96,399.06,-74.58,-4889.2,-5692.98,53.49,12,-534.31,-851.28,-3023.34,18.33,10.94,-92.85,-1614.54,42.26,250.2,5.41,150.86
-72.58,28712.16,12,USA,-16647.69,-59.97,25.14,6.61,Medium,88.17,749.07,-5.63,-6.44,144.33,3082.26,1562.19,2698.57,-19680.5,-50.49,8.68,413.16,-93.99,-19121.1,10818.93,-41.1,8,-560.79,-515.37,-3480.18,12.08,14.72,-102.1,-2826.02,298.12,82.52,3.13,2422.52
-69.37,19389.24,12,UK,-7399.62,340.74,12.92,11.84,Very low,156.45,993.75,-10.76,0.4,49.17,1769.2,23.82,2899.25,-11545.98,-23.31,1.12,299.1,-74.07,-23792,-4875.09,21.27,4,-525.18,-582.45,-2219.04,15.69,-13.96,-104.98,-1635.86,239.6,125.36,1.94,3269.37
-64.69,5771.88,15,Europe,-7367.88,425.07,-16.8,17.25,Very high,-22.5,1326.72,-10.13,-2.78,68.52,1650.78,218.73,2480.4,-13280.88,-39.96,2.88,395.64,-82.08,-14450.52,-7360.23,-24.98,8,-333.6,-526.32,-1993.77,11.91,-23.16,-51.41,-2409.48,1.68,167.5,5.05,1402.27
-6.88,23313.48,15,Europe,-13022.43,326.47,17.5,13.67,Very low,115.8,1705.95,-11.31,6.46,216.45,2408.24,-818.01,2440.17,-14860.92,-24.99,4.68,513.48,-51.45,-24654.86,17745.3,126.38,8,-267.98,-584.04,-5193.15,12,108.92,-67.31,-2537.46,0.1,223.04,4.69,-396.42
-79.14,23375.4,12,USA,-3780.76,397.56,-48.72,14.21,Low,164.91,1677.3,-8.24,-8.86,90.39,2353.6,-679.02,2596.08,-19407.58,-26.82,3.98,276.99,-69.48,-18478.9,-15546.3,54.95,2,-418.44,-721.62,-3057.33,13.64,4.84,-109.2,-1686.3,1172.68,223.44,4.39,1632.33
-125.06,19682.43,6,Europe,-11135.8,3.55,15.64,7.2,High,189.96,1696.05,-12.61,20.82,227.19,2244.84,-119.52,2128.33,-21808.18,-25.62,15.28,418.53,-52.44,-25889.88,-3046.68,146.31,8,-431.77,-603.39,-3367.56,17.73,-10.76,-98.36,-2344.28,0.6,123.78,4.57,2476.47
-57.11,11323.53,3,UK,-13581.61,1073.72,-13.28,23,High,95.34,1010.61,-14.46,-8.28,97.89,1374.12,2490.63,2416.11,-23996.1,-29.13,7.88,292.77,-21.87,-25404.66,18474.36,65.49,8,-418.06,-667.32,-4543.32,14.51,-9.26,-58.51,-2287.16,1553.62,458.64,2.35,3834.97
-51.05,7351.92,15,USA,-4158.82,331.22,88.96,24.1,Medium,120.3,2748.63,-7.7,1.48,99.42,1326.74,1325.7,2442.67,-24549.08,-45.48,5.32,159.09,-90.78,-10082.5,14113.62,58.85,2,87.18,-601.71,-4806.78,18.94,-24.54,-105.88,-2012.02,0.58,187.4,3.02,511.64
-117.96,22403.97,12,Europe,-11609.72,170.04,-26.32,15.86,Very low,44.94,274.41,-7.62,1.22,10.47,1835.16,-1597.2,2604.21,-14344.46,-35.94,10.5,273.03,-76.35,-19753.4,-3300.99,82.98,2,173.08,-499.77,-3649.14,14.42,-2.36,-70.86,-2350.12,1.44,148.94,5.71,247.02
-73.49,36536.34,12,USA,-11365.21,-383.87,51.7,15.49,Very low,118.95,633.12,-10.14,-2.22,153.51,2425.36,1497.96,2504.8,-6280.56,-30.93,2.32,308.82,-67.92,-19734.5,4760.58,25.59,2,-461.17,-631.5,-4303.74,13.41,-6.54,-98.09,-1855.94,7.7,221.12,5.55,550.01
-76.11,32770.14,9,Europe,-14731.16,242.93,-8.8,15.53,Medium,93.72,962.28,-8.98,-14.34,-11.88,2699.12,130.77,3118.51,-24286.92,-19.17,2.32,355.29,-64.62,-12016.1,-9950.19,0.46,18,-553.67,-848.94,-3264.48,16.4,-33.98,-122.91,-1537.32,0.64,148.38,4.6,-970.8
-67.03,26206.68,15,Rest,-10961.27,15.54,-80.86,18.65,Very low,11.28,1966.68,-9.2,13.28,193.02,1548.42,-365.67,2442.99,-31919.06,-28.65,0.42,329.16,-67.5,-12498.48,-2564.13,37.72,16,19.8,-571.8,-2639.49,14.73,12.16,-53.34,-2124.66,10.26,103.76,4.38,-50.09
-102.17,35728.35,15,UK,-5614.48,346.2,18.9,18.31,Low,49.92,961.65,-5.94,-7.74,66.57,1978.12,105.51,2058.99,-7617.44,-25.83,11.12,542.79,-67.14,-21618.98,1976.46,53.38,4,-377.81,-574.83,-4071.96,16.49,143.84,-62.46,-2204.76,6.18,325.66,5.79,749.52
-39.13,3692.1,12,USA,-10574.36,560.07,37.86,-0.21,High,104.46,337.23,-12.2,-2.84,186.36,2431.58,1010.13,2508.8,-14911.44,-39.09,18.14,422.43,-61.68,-14769.02,-4400.97,18.93,8,68.04,-720.39,-4609.05,17.22,4.08,-90.04,-2213.88,36.14,350.68,3.61,1545.52
28.67,31346.4,9,Rest,-15889.38,591.65,47.6,9.44,High,63.54,1662.42,-10.2,1.36,216.87,844.04,1010.91,2099.61,-21320.34,-46.17,5.92,396.09,-69.81,-12318.14,4076.22,31.18,6,-662.32,-776.25,-3270.57,20.32,-55.04,-24.88,-2608.96,1,61.82,1.84,975.87
-89.91,18332.25,12,UK,-13766.06,237.7,-26.3,20.93,Very low,228.3,1806.96,-8.38,-10.12,109.86,2071.52,-584.58,2460.46,-14086,-10.98,11.78,258.15,-60.54,-16956.78,-2548.17,26.61,10,44.85,-695.28,-4269.69,18.96,-2.84,-68.79,-1972.4,0,190.26,2.64,-136.78
-89.72,22948.11,12,UK,-10800.86,618.31,42.76,15.77,Very low,84,1709.85,-10.2,5.14,164.37,2386.94,-140.61,2544.61,-23288.8,-29.94,11.24,225.27,-73.65,-20509.66,-12230.64,40.69,6,315.09,-746.01,-3899.76,15.2,-121.18,-31.46,-1540.1,1.1,200.36,5.26,-48.78
-90.72,30330,15,Rest,-15045.05,-271.29,65.98,17.41,Very low,35.28,829.59,-12.58,3.7,136.5,2107.74,-601.86,2504.82,-23625.82,-30.18,2.52,326.28,-69.03,-9026.82,752.64,35.74,8,-396.3,-534.6,-3001.23,17.47,-27.54,-29.48,-1217.82,5.32,275.06,3.19,-90.37
-97.91,10449.78,15,UK,-6118.51,593.46,-24.04,9.43,High,37.59,2014.47,-8.18,-8.38,140.19,1836.52,1134.3,2608.04,-22081.92,-55.08,5.74,332.82,-70.17,-12572.9,-13717.41,-133.15,10,-40.74,-424.89,-4722.39,23.75,-37.56,-54.04,-534.46,5.1,229.98,1.03,175.1
-36.16,36112.83,12,UK,-11297.76,-256.13,-16.82,16.31,High,142.05,3211.62,-9.74,1.72,271.71,1501.9,899.73,2311.36,-9048.36,-31.92,6.68,537.18,-73.08,-11432.74,-12150,6.13,6,-128.42,-690.24,-1072.38,13.86,49.02,-19.48,-1229.14,462.1,168.72,0.78,3464.18
-76.46,18874.23,9,UK,-10890.11,212.63,4.82,14.86,High,151.56,-1143.63,-12.05,-1.64,308.76,2438.62,1372.5,3024.87,-6738.2,-45.99,4.78,446.13,-65.91,-11714.46,-11264.64,90.37,6,-110.33,-662.76,-657.75,10.12,-47.42,-137.44,-1879.7,4.58,184.52,4.49,2131.49
-92.12,34746.12,6,UK,-8783.97,852.87,7.1,21.33,High,41.34,-491.91,-11.12,0.5,107.7,1881.92,-668.1,1711.34,-10534.04,-29.97,1.36,408.39,-66.27,-16651.32,5104.02,93.45,6,-209.61,-691.92,-4116.9,13.74,-16.3,-70.72,-2821.4,19.56,107.6,1.24,3825.98
-68.4,15202.74,9,USA,-14831.6,481,-16.5,18.58,Very low,123.06,1358.34,-0.92,-4.38,48.84,2198.54,2233.77,2407.96,-13083.04,-41.01,7.78,234.69,-52.38,-16420.54,-4456.14,42.91,10,-445.52,-464.64,-3674.28,7.06,-15.96,-49.77,-1704.52,45.84,146,1.14,1155.66
-64.23,16633.2,15,UK,-11284.57,-101.25,43.98,14.4,Medium,115.17,1337.37,-16.56,-3.2,46.44,1365.62,1365.9,2534.14,-15695.02,-40.71,4.14,-5.52,-61.89,-13986.84,2233.41,-3.27,10,-240.92,-598.59,-5400.78,12.76,-79.7,-18.37,-1529.48,1.74,199.04,3.94,-13.75
-79.58,15594.27,9,Rest,-8670.78,29.47,0.32,17.78,Very low,-9.93,630.06,-11.3,2.26,248.94,1331.74,2115.51,2407.84,-24299.84,-37.92,3.22,593.04,-64.89,-12412.24,-4996.26,17.4,4,214.37,-464.67,-3628.17,19.18,-262.04,-75.61,-1931.98,29.44,180.02,2.74,520.18
-62.03,12897.39,9,USA,-11150.76,-30.89,-81.82,16.58,Low,89.19,2867.34,-5.05,2.58,8.88,2957.2,1243.02,2343.16,-16051.94,-41.49,13.26,6.81,-65.7,-18962.04,-20771.55,-29.54,12,-78.37,-541.71,-3803.52,18.91,-47.42,-82.52,-1447.94,0,239.88,2.59,-426.96
-70.46,38524.47,15,Europe,-10989.39,413.56,68.54,14.08,Very low,19.92,1163.88,-9.15,4.76,138.39,1697,527.43,2406.9,-9026.04,-16.92,4.04,367.14,-75.66,-23894.32,-13177.86,65.07,6,-185.15,-780.93,-2812.77,19.93,-42.54,-94.68,-2412.64,93.9,245.48,2.42,2356.65
-59.53,34768.5,18,UK,-13550.89,528.18,155.28,13.52,High,43.86,1803.27,-10.24,-4.1,332.19,2966.42,1296.03,2648.77,-15051.46,-17.25,10.6,575.13,-68.61,-10419.7,-1722.42,18.32,4,-84.81,-513.66,-4171.44,15.83,65.64,-127.23,-3009.06,0.04,194.64,1.67,2108.39
-43.33,1610.07,12,UK,-10594.43,148.28,-53.22,12.24,High,62.85,1076.49,-11.16,5.86,202.77,1214.88,2339.07,2543.51,-2290.6,-36,1.54,364.92,-70.98,-14774.22,-5852.76,91.07,18,-435.16,-523.08,-4744.08,20.18,229.86,-100.4,-3408.48,54.3,6.66,1.18,3760.44
-43.7,26310.27,12,Europe,-9883.02,175.59,-130.46,15.17,Medium,134.67,1508.16,-9.23,2.86,215.52,1388.48,-809.58,1892.87,-17318.46,-9.57,3.3,338.94,-62.7,-19499.1,-8020.89,7.44,8,-366.86,-691.71,-4950.39,10.73,-50.84,-141.17,-2076.32,1.28,190.2,9.36,-922.89
-83.86,26914.71,6,Rest,-13696.49,109.96,-16.54,11.02,Very high,309.78,-49.44,-21.73,-6,243.36,1493.28,699.78,2454.12,-14847.68,-33.78,3.16,308.79,-60.93,-18037.96,2832.36,41.09,14,-475.26,-549.78,-2864.73,15.33,-30.66,-112.55,-1020.82,0.42,165.28,3.91,240.35
-95.07,36043.32,15,Rest,-10733.37,96.4,1.72,16.29,High,158.97,434.4,-11.3,-1.08,78.09,3266.14,859.23,1612.82,-23269.94,-27.45,8.52,463.26,-51.27,-33071.14,-18646.41,40.49,10,-16.39,-510.81,-6677.37,15.16,58.82,-40.45,-1966.06,0.1,227.72,9.51,19.61
-63.84,-2766.27,12,USA,-9481.91,363.86,33.44,14.87,Very low,38.67,2115.93,-7.07,3.8,200.67,918.86,393.93,2843.49,-7043.42,-28.47,4.5,362.16,-67.74,-21597.26,1135.11,53.58,10,-469.39,-546.66,-4230.09,16.12,46.24,-104.73,-2310.52,0.1,139.72,0.8,551.92
-27.71,16781.79,12,Rest,-8292.33,649.22,83.72,15.26,High,-72.9,2122.74,-14.51,-1.58,225.9,1695.56,-1063.38,2278.62,-9004.34,-25.8,6.14,304.62,-59.19,-24336.62,-904.92,74.45,8,97.22,-616.35,-3515.4,8.67,132.48,-96.38,-1737.16,0,189.7,8.7,-233.63
-87.12,22263.81,6,Rest,-6029.24,200.38,30.74,14.55,Medium,101.85,1737.78,-11.24,-0.02,158.43,2524.86,1963.92,1860.25,-14023.02,-20.16,2.46,335.4,-70.08,-19910.32,-9880.26,-52.16,10,-286.94,-583.41,-3036,22.22,-61.98,-107.24,-1628.06,158.02,271.88,11.51,148.28
-78.49,13832.1,18,Rest,-11787.11,197.21,-68.32,11.36,Medium,85.5,2156.34,-8.54,-3.34,171.66,2130.54,-53.91,2315.18,-26206.28,-25.2,5.18,571.32,-81.21,-23965.8,-846.33,54.06,8,-131.84,-565.62,-4061.88,14.56,24.76,-136.27,-2134.96,0.1,245.7,3.31,187.17
-106.97,11000.25,15,UK,-12413.68,628.08,5.98,7.11,Very high,25.92,732.51,-9.7,1.64,71.49,3328.2,-1032.66,1222.09,-5699.42,-17.64,3.9,435.54,-69.06,-27010.64,-6879.57,21.66,10,-169.38,-851.34,-3282.54,18.67,15.72,-91.73,-1840.68,0,115.9,3.67,460.9
-107.72,27786.66,6,Rest,-10740.6,212.8,-6.84,11.39,Very high,46.53,1470.33,-11.45,-0.48,182.49,2343.02,-1334.73,2248.14,-5253.92,-27.78,1.2,878.4,-61.23,-16616.52,5749.41,55.81,4,-384.87,-425.16,-4139.73,14.68,-29.02,-38.86,-2494.12,7.2,204.58,5.46,1350.93
-72.93,13792.32,15,USA,-13914.35,277.33,-24.36,15.17,Low,37.05,1922.31,-9.53,12.26,35.67,1009.92,-347.88,1899.34,-17824.98,-40.44,7.38,425.94,-46.68,-13951.12,-3751.23,71.43,10,118.68,-836.25,-4059.24,17.77,71.02,-56.84,-2574.22,0.22,260.76,1.29,491.78
