F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-28705.557,1.73,-4.042168,-8.538,1506.19,1,3.9398,16023.94,0,-9680.82,-0.51472,26.802,-6.236,6.668,14.8689,9.663,11282.44,-3591.51,5.571,-5248.32,-10.97,True
-28693.346,1.73,-4.6106,-14.409,2154.85,1,4.0021,20941.98,0,-8900.22,-0.44312,33.219,-25.01,5.4064,15.7851,2.0811,13996.24,-3765.63,0.6543,-5039.18,,True
-28712.85,0.73,-4.045084,-4.4814,1510.1,0,4.0893,15788.98,1,-9844.02,-2.632,52.08,-7.45,6.33,13.7277,2.7891,9534.28,-3377.85,3.1797,-4589.82,,False
-28698.221,1.73,-5.206,-5.1168,1636.46,0,5.342,16157.388,0,-13085.82,-1.2164,13.833,-13.764,7.396,13.1523,1.6497,10534.04,-4779.45,4.488,-5695.42,-10.38,False
-28733.9,0.73,-5.4558,-9.798,1471.65,1,4.827,16832.98,0,-11567.82,-4.358,41.2836,-7.466,6.089,21.072,1.968,9791.24,-3508.9428,2.8218,-5158.24,-12.07,True
-28652.92,1.73,-4.5628,-4.5108,1775.25,1,3.7255,17263.18,0,-9044.42,-3.782,22.947,-3.782328,5.2756,18.276,4.0296,9577.26,-3528.543,2.0631,-3418.62,,False
-28699.116,1.73,-4.7318,-6.72,1530.47,1,5.326,16494.98,0,-9573.02,-0.7952,43.335,-9.115,5.706,16.566,3.123,10889.64,-3420.78,5.172,-4826.02,,True
-28701.843,1.73,-7.676,-10.2,1389.85,0,5.286,18367.98,0,-9089.82,-1.6062,-2.94,-20.35,5.379,13.9785,4.419,9472.46,-2987.85,1.2153,-4853.22,,True
-28701.043,1.73,-4.363,-5.1066,1766.65,1,4.5165,16591.18,1,-9239.14,-0.51918,38.238,-33.94,5.6886,13.8591,2.4273,12630.24,-3582.69,4.455,-4453.82,-11.46,True
-28696.913,1.73,-4.040496,-5.382,1537.4,0,4.3003,15857.38,1,-9670.02,-0.9936,51.267,-10.038,9.662,16.272,3.741,10765.44,-3283.29,3.984,-4200.02,,True
-28726.47,0.73,-4.0405682,-5.2338,1105.75,1,5.043,17410.38,0,-9645.02,-1.1992,34.866,-8.629,4.6496,13.1871,2.9055,9589.94,-3017.25,1.998,-4960.8,,True
-28845.89,0.73,-4.7736,-4.497,2363.55,0,3.7678,16078.42,0,-9413.222,-0.7116,23.73,-3.9537,4.5708,13.2306,2.3742,10743.84,-3868.65,3.255,-3662.62,,False
-28695.494,0.73,-5.3764,-4.9614,1514,1,4.712,14362.78,0,-12655.82,-2.564,44.139,-5.074,8.024,18.282,2.3109,9684.12,-3620.31,1.2927,-7315.22,,False
-28712.9,1.73,-6.132,-4.32009,1867.05,1,4.3411,17012.18,1,-10737.22,-0.7464,33.096,-38.04,4.3542,21.723,1.6911,9910.04,-3541.44,1.9824,-6177.82,-9.13,False
-28732.53,0.73,-6.644,-4.4529,1905.05,0,3.7249,16112.98,1,-9450.08,-2.884,39.6837,-8.908,5.2906,13.3188,3.5163,9770.22,-4044.75,7.281,-3958.22,-8.88,False
-28642,0.73,-8.062,-7.323,1572.642,0,4.1455,21375.98,0,-9419.758,-2.25,36.3753,-8.858,4.9728,15.2385,7.281,9537.94,-3582.09,0.6318,-5071.042,,True
-28657.64,1.73,-5.531,-4.9539,1818.05,0,3.9119,16679.78,1,-9465.7,-0.937,41.1501,-4.6438,5.7376,13.08534,10.044,9449.58,-6832.05,4.305,-5966.42,,False
-28672.89,1.73,-4.8952,-10.386,1668.47,1,3.7096,16790.18,0,-9713.42,-6.69,43.011,-18.27,6.252,13.09479,4.845,9709.44,-5109.75,2.4756,-5140.16,,False
-28697.775,1.73,-4.06304,-12.54,1359.95,0,4.957,18919.98,1,-9409.722,-1.2594,17.001,-17.24,4.5374,17.892,4.146,9582.56,-3499.062,1.1163,-5033.12,-10.42,True
-28697.608,1.73,-4.16452,-9.294,1988.85,0,4.1176,17591.58,1,-8920.02,-3.258,23.28,-6.412,5.8426,14.9766,4.332,9682.7,-3761.16,1.8678,-4898.98,-11.39,True
-28761.03,1.73,-4.13116,-7.206,2100.75,0,4.975,15876.18,1,-9275.28,-5.152,29.739,-7.712,5.0178,13.08531,3.6285,9784.12,-2954.25,9.651,-4593.02,,True
-28801.19,0.73,-4.0412628,-7.0128,1768.75,1,4.731,16096.54,0,-13193.82,-7.22,44.772,-15.84,6.224,16.368,1.4424,9642.674,-3757.71,4.092,-5352.02,,False
-28622.16,0.73,-5.022,-5.2311,1569.483,0,3.61868,18655.98,1,-9576.04,-0.5976,41.5008,-4.7202,13.248,16.356,9.888,10399.44,-3593.7,0.8508,-5702.02,-10.92,True
-28677.4,1.73,-4.3514,-5.64,1789.45,0,3.8212,19677.98,1,-9903.02,-0.884,48.348,-7.85,6.676,13.01487,3.0777,10929.04,-8254.05,1.1145,-5624.82,,True
-28700.743,0.73,-4.08602,-8.094,1804.85,0,4.2244,16338.16,0,-9372.1,-2.3028,44.067,-16,7.578,13.06785,5.091,9827.8,-7564.05,13.155,-5131.4,,True
-28693.147,1.73,-4.08294,-5.106,2685.35,0,5,16361.14,0,-9477.56,-1.8624,46.614,-16.72,4.2678,14.4561,6.579,9548.08,-3722.46,2.1855,-5151.68,,False
-28677.45,1.73,-4.6028,-5.8485,1784.85,0,4.1802,16180.584,1,-9560.8,-3.43,29.952,-13.93,4.30102,18.195,7.422,9862.64,-3489.135,2.3046,-4906.8,-11.29,True
-28740.04,0.73,-4.06932,-4.9128,1520.59,0,4.2126,22941.98,0,-10655.02,-4.824,45.357,-11.491,4.8934,15.5166,2.2806,9549.8,-3766.26,0.5049,-6599.02,-9.86,True
-28702.048,0.73,-6.09,-12.282,1677.41,0,5.053,16211.78,1,-11815.82,-1.782,55.014,-4.6879,7.764,13.2567,1.857,9753.82,-5707.35,1.8576,-5212.04,-9.59,False
-28737.87,1.73,-4.9332,-4.33068,1797.65,0,6.413,15188.38,0,-10246.62,-0.42886,21.747,-5.639,6.302,13.02255,4.548,18404.24,-8521.05,1.2369,-10559.22,,False
-28670.09,0.73,-4.4834,-4.6851,1827.75,0,5.735,15804.78,0,-10279.82,-0.618,36.0003,-7.108,5.4332,13.9413,3.1764,11974.24,-4065.45,0.8745,-6227.42,-8.93,False
-28687.72,1.73,-8.61,-5.3334,1492.93,0,5.336,16401.38,0,-9474.62,-1.882,19.989,-15.66,5.8864,16.89,1.7019,9613.34,-3441.51,5.169,-4623.62,-12.44,True
-28719.69,1.73,-6.318,-6.0111,1971.25,1,5.473,15091.18,0,-9276.84,-5.372,6.51,-6.073,5.5394,13.65,4.11,9652.91,-4086.75,0.8265,-4799.62,-10.03,False
-28705.809,0.73,-4.056326,-4.7739,1567.22,0,4.619,16156.988,1,-8805.42,-0.6388,31.38,-6.958,9.466,15.5415,1.6758,9617.78,-3364.5,6.108,-3614.82,,False
-28692.977,1.73,-4.1763,-6.4878,1660.34,1,4.5057,16131.64,0,-9034.82,-3.806,55.698,-26.84,9.286,13.6914,4.218,9611.14,-3667.74,1.0014,-4611.22,,False
-28640.26,0.73,-4.19714,-5.1711,1441.45,0,3.6979,15834.38,1,-9471.82,-1.7458,42.576,-31.93,5.6546,17.907,4.749,9473.04,-3428.43,4.005,-4402.62,,False
-28784.71,1.73,-10.086,-8.022,648.15,0,6.174,17104.18,0,-9455.36,-2.1062,54.618,-8.676,4.5282,16.344,9.141,9657.872,-3402.84,3.288,-5006.66,-11.15,True
-28683.22,1.73,-7.982,-5.6655,3219.35,1,3.8023,14474.58,1,-10080.42,-1.6746,34.614,-5.405,4.5328,16.752,2.7252,9891.44,-3773.61,0.7581,-5476.62,,True
-28689.1,1.73,-6.694,-5.094,1818.75,1,3.547885,16292.76,0,-9549.2,-1.8308,46.449,-5.669,5.9548,16.392,2.3025,9946.64,-3626.52,6.144,-4857.02,-11.78,True
-28716.18,1.73,-4.315,-5.397,1383.05,0,3.63739,16228.68,0,-9568.62,-1.1704,12.174,-37.72,6.0068,15.951,7.446,9347.84,-3439.47,5.424,-5134.08,-8.89,False
-28707.326,1.73,-4.2568,-4.4799,6564.35,1,4.3633,15894.78,0,-9340.42,-1.4602,33.999,-25.87,4.26984,15.843,2.4165,10085.64,-3722.31,3.495,-4097.42,-8.81,False
-28705.219,0.73,-4.9166,-7.611,1602.61,0,3.6524,17008.38,0,-9225.4,-1.0232,45.291,-28.05,12.778,15.954,6.003,8987.24,-3564.78,1.3056,-4884.28,,True
-28680.63,0.73,-4.08688,-8.799,1314.25,0,3.8078,15999.24,0,-9546.62,-2.0854,48.06,-35.39,5.4538,14.04,6.207,9969.84,-2860.05,2.1105,-4857.02,-9.16,False
-28706.614,1.73,-6.394,-13.119,1423.45,0,4.2849,16434.18,0,-18005.82,-0.8764,31.278,-11.659,5.3256,13.5156,1.3032,10898.64,-3240.12,1.8657,-5071.068,-10.29,False
-28704.384,1.73,-4.3892,-4.5183,2968.35,1,3.7055,17194.78,0,-9142.02,-1.3608,33.384,-9.107,4.5968,15.7719,4.368,10439.04,-3625.38,2.2965,-3184.22,-10,True
-28864.29,1.73,-4.054638,-5.3001,1452.65,0,3.5579,16633.98,0,-9442.66,-0.7118,54.78,-10.908,5.8448,18.798,3.6192,9609.12,-3456.39,4.074,-4673.42,,True
-28696.412,0.73,-6.45,-7.266,2206.65,1,4.0415,16619.58,0,-9388.9,-3.016,71.01,-21.06,4.5664,13.5504,4.557,9780.96,-3770.97,3.372,-4934.88,-10.09,True
-28691.139,0.73,-4.5784,-6.1761,1543.16,0,4.715,16167.722,0,-9590.04,-0.9558,22.254,-6.367,9.676,16.785,10.446,9489.64,-3560.76,10.845,-5414.02,,False
-28771.97,1.73,-4.06372,-4.5219,1526.01,0,4.2775,16068.06,0,-9541.2,-1.7884,28.86,-5.579,7.172,15.2898,6.93,9530.3,-3470.37,5.457,-4853.62,,False
-28741.92,0.73,-4.344,-4.5375,1557.84,0,5.136,16454.38,1,-9376.26,-2.2042,25.794,-7.548,10.256,14.9568,4.62,9703.6,-3360.78,6.018,-3668.22,-11.74,True
-28694.636,0.73,-4.645,-7.902,3203.35,1,4.1965,16936.18,0,-14831.82,-0.7892,61.929,-4.756,4.4514,19.56,1.38117,11193.44,-3655.86,2.3367,-5324.02,-10.67,True
-28675.64,0.73,-5.2968,-8.193,1866.95,0,6.499,15816.78,0,-9385.032,-3.434,28.482,-8.297,5.4308,13.2243,2.1483,9749.12,-3916.05,2.7057,-4898.12,,False
-28691.471,1.73,-4.22028,-6.156,3602.35,0,5.214,16380.38,0,-9510.54,-2.51,36.3588,-6.742,4.26918,15.0921,6.657,9527.3,-3819.45,2.7033,-5318.22,-10.86,False
-28692.235,1.73,-5.1776,-15.123,1632.73,1,3.8015,16027.68,0,-9653.62,-4.73,18.078,-15.36,4.7056,17.184,8.763,9815.98,-3535.149,4.89,-5090.28,-10.1,True
-28688.36,1.73,-4.608,-12.363,1410.25,0,3.8489,16022.34,1,-9668.22,-2.2302,22.065,-10.812,4.8552,16.92,9.357,9839.24,-3547.59,5.769,-5142.6,,True
-28706.278,0.73,-5.2078,-8.493,1464.65,0,4.799,16036.7,1,-12385.82,-0.8094,36.6012,-10.46,6.0896,18.765,1.9041,9499.66,-3557.22,6.48,-5301.42,,False
-28731.62,0.73,-4.807,-16.914,2344.35,0,4.999,16477.18,0,-9447.82,-3.532,49.728,-14.66,4.818,23.361,4.161,9771.98,-3574.47,6.843,-5070.942,,True
-28712.83,1.73,-4.9586,-7.911,2042.35,0,3.7856,16153.854,0,-16605.82,-3.358,36.5775,-22.08,4.566,14.1417,1.38933,9883.64,-3878.25,8.814,-5253.74,-8.38,False
-28548.19,1.73,-5.0292,-4.677,1369.95,1,3.7762,16169.548,0,-9364.64,-2.82,47.061,-28.91,5.4272,12.98154,4.881,9751.6,1171.95,6.036,-2917.22,-8.2,False
-28682.26,1.73,-5.6808,-5.3535,1670.79,1,4.63,15622.18,1,-9915.82,-1.495,31.695,-13.274,5.6036,17.55,5.376,10132.04,-3614.91,1.0218,-5755.62,-11.19,True
-28732.34,0.73,-4.22204,-4.5909,1249.75,1,4.822,14669.98,0,-9789.22,-1.627,58.641,-6.659,4.4272,14.4213,3.939,9369.44,-3600.69,0.9303,-5555.62,-10.71,False
-28685.46,0.73,-4.11842,-7.653,1395.75,1,3.913,17014.38,1,-9838.22,-0.757,21.393,-5.169,6.14,24.783,4.749,8928.44,-3521.07,2.4744,-5316.62,-9.63,False
-28697.95,0.73,-4.0413012,-8.751,1444.55,0,4.2553,16112.84,1,-9161.82,-1.4418,49.521,-6.702,4.9646,19.041,2.1111,9625.858,-3434.94,4.878,-4835.22,,False
-28692.782,0.73,-4.14638,-6.6633,1523.12,0,3.7963,16833.98,1,-9647.62,-1.5176,83.28,-31.34,9.942,15.0855,5.307,10878.04,-3075.75,1.7763,-4626.62,,True
-28694.846,1.73,-4.6866,-4.9482,1559.41,1,3.8584,16576.58,1,-9616.22,-0.8044,52.29,-10.012,8.536,14.5077,6.417,9101.44,-3759.48,5.019,-5993.82,,False
-28691.043,1.73,-4.8312,-4.6662,1319.45,1,3.8522,16594.78,0,-9944.82,-0.576,33.978,-11.346,5.3034,15.4203,2.3847,9565.76,-3411,3.969,-4899.26,,False
-28673.63,1.73,-5.5066,-5.0376,1202.55,1,4.824,16257.68,0,-9585.28,-0.8922,29.091,-5.298,4.645,14.8947,6.6,9410.44,-3494.4,2.6817,-5212.5,,False
-28686.26,1.73,-4.22554,-7.161,2037.05,0,5.121,15864.78,1,-10004.42,-3.886,12.288,-9.182,5.2152,13.08738,5.319,9786.66,-7771.05,3.882,-5564.22,,True
-28754.23,0.73,-4.67,-10.701,1753.95,1,4.0957,16021.56,0,-10082.42,-1.4272,39.4686,-5.853,5.6312,13.08375,3.8364,10080.84,-5858.55,2.6628,-5187.1,,False
-28689.17,0.73,-4.07904,-4.5921,2014.35,0,4.3219,17612.58,0,-9671.02,-1.2106,56.511,-8.292,4.5736,14.034,6.717,9856.64,-4137.45,1.4997,-7145.22,,True
-28717.2,0.73,-4.1397,-4.3506,1528,0,3.8894,16537.38,1,-9434.12,-4.248,37.7349,-4.099,5.7428,13.9926,6.795,9742.68,-3296.16,5.997,-3329.22,-10.77,True
-28693.924,1.73,-4.459,-5.8692,2948.35,0,4.0654,16963.78,0,-7658.62,-1.025,52.422,-13.301,4.4148,17.883,1.815,9440.84,-3562.29,2.5911,-4621.22,,True
-28692.515,1.73,-4.6702,-5.2824,1659.56,1,3.543424,17226.38,0,-9497.28,-8.89,57.726,-31.03,10.142,24.396,5.904,9750.46,-3535.329,0.5313,-4763.22,,True
-28710.68,0.73,-4.6084,-6.6138,1571.211,0,3.9704,16439.18,0,-10989.42,-2.526,50.43,-6.975,6.652,15.0114,2.3205,10148.64,-3476.43,0.8082,-5117.24,,False
-28722.72,1.73,-4.047542,-8.82,1569.889,1,5.406,17558.38,0,-9377.9,-0.599,47.586,-21.44,5.1554,14.703,9.204,11533.24,-3353.91,2.0298,-4895.96,-11.53,True
-28709.915,0.73,-5.975,-4.3782,2646.35,1,4.3108,15866.98,1,-10679.02,-2.71,7.5,-9.103,4.577,23.643,1.677,9560,-3588.57,3.831,-6635.62,,False
-28870.89,1.73,-4.9914,-6.6339,1967.05,1,4.0057,18403.98,0,-9408.28,-0.6544,34.674,-13.022,5.0776,14.4807,9.456,10841.84,-3723.21,0.7614,-4969.38,,True
-28729.29,0.73,-4.15504,-7.446,2643.35,0,3.9568,16429.38,0,-9471.96,-2.5,53.406,-4.836,4.638,19.314,6.18,9659.66,-3657.57,6.591,-5237.4,-9.09,True
-28682.89,1.73,-4.5618,-10.101,2359.75,1,4.2439,16897.78,0,-9529.34,-0.9204,53.211,-7.97,4.4974,16.845,5.244,9149.64,-3721.59,3.414,-5199.78,,False
-28723.35,0.73,-4.7838,-9.975,803.95,1,4.139,17190.38,1,-9576.64,-0.6506,45.048,-7.816,4.8564,19.704,3.6657,11550.64,-3329.52,0.37104,-4818.22,-11.41,True
-28710.096,0.73,-4.4248,-4.9551,1703.65,1,4.2412,16061.44,0,-9904.22,-2.342,9.162,-5.366,7.278,14.4234,3.0927,9576.94,-4045.95,2.5947,-5896.82,-9.36,False
-28704.926,0.73,-5.1016,-7.359,1415.45,0,3.9642,15792.58,0,-9467.38,-0.48792,37.2579,-25.18,6.834,14.7774,10.053,13480.24,-2970.75,2.0139,-4662.02,-11.04,False
-28684.04,1.73,-4.6504,-6.7554,1673.77,0,5.112,16074.58,1,-8953.02,-2.2262,35.982,-14.8,10.366,14.3022,2.781,9684.4,-3793.47,4.851,-4777.02,-9.99,False
-28694.546,0.73,-4.058112,-5.085,957.05,1,4.924,16519.78,1,-9805.62,-0.5394,33.771,-27.12,4.27444,15.918,1.32804,13572.24,-3336.57,6.759,-4123.42,-9.67,True
-28638,1.73,-4.06962,-6.1635,2347.05,0,5.678,18945.98,1,-9073.82,-0.8644,54.957,-6.435,4.7528,16.818,5.226,9110.24,-3603.9,0.6366,-4680.82,-8.02,False
-28725.46,1.73,-5.0238,-5.892,2042.95,1,4.4852,17251.18,1,-9356.66,-3.552,16.218,-8.469,4.775,15.3768,4.425,9816.74,-3561.36,1.9428,-4770.02,,True
-28672.22,0.73,-4.14526,-4.4268,1697.35,0,3.7425,15831.38,1,-9413.606,-5.238,35.511,-11.381,8.322,13.5456,5.343,9539.78,-4595.55,3.54,-5515.02,,False
-28780.45,0.73,-4.06818,-5.4462,1836.55,1,5.001,16336.58,0,-9729.22,-4.036,40.125,-11.768,5.7312,13.6986,1.6755,9609.3,-4316.85,6.78,-5273.82,-12.26,True
-28687.57,1.73,-4.732,-5.3037,1618.21,1,4.3878,16011.7,0,-9987.02,-2.83,40.5153,-20.02,5.687,16.605,3.0837,9866.24,-3485.967,9.765,-4816.62,-10.46,True
-28681.54,1.73,-8.302,-6.3795,1565.06,1,5.127,16071.06,1,-11089.62,-1.5208,53.001,-15.33,9.296,17.772,2.1522,9580.22,-3576.45,6.534,-5386.02,,False
-28676.58,1.73,-4.18922,-6.5412,2125.85,1,3.56074,16069.52,0,-8478.22,-0.812,51.708,-6.545,5.1814,13.614,1.7136,9843.44,-4062.75,6.675,-4794.02,-9.33,False
-28694.719,0.73,-5.155,-11.814,2490.95,0,4.4177,22507.98,0,-9341.24,-3.444,43.611,-13.077,4.364,18.516,8.619,9897.24,-3480.525,0.5949,-4937.12,-11.59,True
-28717.6,1.73,-4.0818,-12.561,1568.909,1,3.689,18321.98,0,-9495.52,-3.554,38.2782,-13.537,7.054,14.8635,12.507,9631.792,-3682.41,1.0287,-5133.84,,False
-28292.29,0.73,-4.6678,-10.857,1991.75,0,3.9019,17552.78,0,-9345.22,-2.514,58.611,-4.4685,4.753,14.9586,4.308,10000.44,-3501.306,1.89,-4956.04,,True
-28715.84,0.73,-4.06374,-6.0507,1539.25,1,4.2391,15958.58,0,-10085.82,-6.95,32.805,-11.397,6.896,17.922,1.8153,9588.96,-3491.979,4.545,-4922.64,-9.28,False
-28696.198,1.73,-5.3064,-16.11,1206.15,0,4.897,17243.38,1,-9529.58,-0.909,40.4715,-26.68,5.4206,18.009,2.7501,10501.84,-3358.44,3.84,-4998.3,-10.61,True
-28693.027,1.73,-4.1089,-4.21395,1835.85,1,3.63455,16497.18,0,-9979.02,-2.88,9.078,-5.166,5.3116,15.5361,3.9975,9887.24,-3799.77,6.837,-11719.22,,True
-28685.22,0.73,-4.12148,-4.8543,6602.35,0,5.788,15872.18,0,-9305.36,-1.2138,26.121,-4.939,4.2726,13.05468,4.731,10002.04,-6257.55,3.54,-4446.82,-7.85,False
-29364.69,1.73,-5.042,-13.803,1343.65,0,4.2759,17260.18,0,-11037.22,-0.7932,61.191,-61.51,5.214,13.0698,2.1969,11148.24,-2890.95,1.6548,-5093.54,-11.61,True
-28697.732,1.73,-4.6148,-5.3838,1568.584,1,3.8277,19387.98,0,-9664.82,-1.5778,22.29,-15.24,4.7742,17.553,5.13,10001.44,-3524.739,0.5568,-5161.28,-11.09,True
-28572.39,0.73,-4.042156,-6.0891,1809.35,1,3.971,16711.58,1,-8121.22,-2.982,37.1208,-22.8,6.586,13.8054,2.0589,9606.54,-4003.05,3.219,-4726.62,-8.44,False
-28656.08,1.73,-5.2954,-5.4276,131.35,0,3.62769,19551.98,0,-9795.62,-1.4574,30.267,-17.77,4.30846,22.434,4.719,9600.82,-3518.733,0.7287,-5540.42,-10.04,True
-28706.154,1.73,-4.14252,-4.9458,2007.75,1,3.6841,20541.98,0,-8921.82,-0.44468,18.192,-5.571,5.4672,18.006,3.0459,10451.64,-3613.56,0.6396,-4509.22,-8.04,False
-28711.15,0.73,-5.2028,-9.519,2552.85,1,4.1667,16512.98,1,-9849.82,-1.591,47.883,-9.285,4.6706,25.071,2.0676,9669.06,-3588.9,5.541,-5184.32,-9.98,False
-29013.29,1.73,-5.8722,-8.808,1980.85,0,4.2403,16704.38,1,-8733.02,-1.8166,31.392,-15.09,5.374,24.774,1.9668,10047.04,-3529.065,3.0765,-4897.94,-12.52,True
-28702.37,0.73,-4.042316,-13.359,2517.55,0,4.791,20813.98,1,-10482.62,-0.8632,44.046,-20.84,4.5728,16.557,1.4142,9394.24,-3736.89,0.5568,-5121.64,,True
-28773.12,1.73,-6.84,-5.8443,1615.95,1,3.9509,16646.78,0,-10459.82,-2.1882,26.058,-5.924,10.84,13.06743,2.346,10008.64,-5412.45,3.408,-5359.62,-10.97,True
-28697.506,0.73,-5.6468,-10.104,1903.35,1,3.9904,16071.84,1,-9489.28,-3.092,42.975,-10.619,5.344,20.325,13.764,9676.16,-3613.5,3.687,-5171.06,,False
-28711.47,1.73,-8.374,-5.4174,1752.15,0,4.2182,16117.88,0,-9291.64,-0.588,42.594,-5.234,6.276,16.584,4.98,9142.44,-3583.83,12.906,-4619.82,-9.22,False
-28692.652,0.73,-4.4488,-7.878,1535.72,0,3.60285,16668.38,1,-14865.82,-0.6742,39.3327,-4.825,8.374,18.231,1.4562,11562.04,-3516.768,4.032,-5219.26,-10.02,True
-28736.16,0.73,-6.658,-7.542,1709.35,1,4.981,16854.98,1,-9077.02,-4.518,42.18,-10.058,5.8522,17.733,4.1046,9530.28,-3543.99,1.7994,-4865.84,,False
-28729.61,0.73,-4.0400638,-4.4892,1758.45,1,4.77,16379.38,0,-8538.02,-0.8126,44.301,-13.719,6.58,13.3131,2.379,9387.84,-4218.75,8.235,-3498.02,,True
-28666.73,1.73,-5.705,-7.5,1733.95,0,4.0577,19635.98,0,-9210.28,-2.982,44.679,-5.887,8.73,14.781,4.491,9938.04,-3763.02,0.7311,-4869.58,,True
-28692.439,0.73,-5.2684,-7.368,1696.85,0,3.612,16017.98,1,-9984.62,-1.0886,56.925,-28.79,8.514,16.38,3.8262,10483.24,-3746.37,4.017,-5284.22,,True
-28697.939,1.73,-4.2908,-5.0451,4346.35,0,4.0535,17414.78,1,-9319.74,-0.49612,43.602,-14.45,4.23,15.375,4.929,11466.64,-3578.22,1.4391,-4522.22,-10.96,True
-28682.31,1.73,-4.054286,-4.8723,1597.7,0,3.7243,16148.02,0,-11423.82,-1.95,36.2178,-4.749,5.9078,20.769,2.2557,10107.64,-3549.12,2.1474,-6053.22,-10.57,False
-28763.49,0.73,-4.17418,-5.2362,1777.35,1,4.1097,16975.18,0,-10502.02,-2.8,37.5021,-15.84,5.5426,14.0526,1.8396,9619.394,-4038.45,0.9942,-5528.82,,False
-29604.49,1.73,-7.474,-9.9,1532.58,0,3.9711,15588.78,0,-10241.62,-2.2322,28.725,-44.37,7.266,14.5425,3.4974,9647.67,-3660.93,1.2435,-5199.8,,False
-28726.26,1.73,-4.08146,-4.9392,1454.15,1,3.8723,15679.38,0,-9595.16,-1.0208,49.056,-24.53,7.912,13.692,5.397,10455.84,-2347.05,2.565,-3740.62,,True
-28657.36,1.73,-4.13938,-4.9035,2233.15,1,4.475,16234.96,0,-9716.02,-2.1466,42.651,-37.57,4.5378,14.7624,3.906,9710.32,-3798.42,8.055,-5580.62,-11.22,False
-28723.26,0.73,-4.1462,-13.932,1370.65,1,4.671,16092.42,1,-10020.02,-2.822,30.969,-20.69,4.9568,19.779,4.662,9813.92,-3519.774,6.234,-5124.52,,True
-28628.06,1.73,-5.823,-6.1863,1473.75,1,4.4051,22603.98,1,-12893.82,-1.4576,11.25,-3.80758,6.446,13.1649,1.3242,9195.84,-3950.85,0.495,-5291.82,,False
-28689.93,1.73,-4.6644,-11.184,1639.38,0,5.199,15293.18,0,-9978.42,-3.258,41.3622,-6.991,5.1318,13.8753,4.0218,9912.04,-3573.39,0.8532,-5080.24,,False
-28693.529,0.73,-4.2462,-5.5851,2401.45,1,4.969,17126.38,0,-11549.82,-0.48948,42.513,-11.381,4.5712,19.248,1.4601,8864.64,-3663.24,2.8701,-5741.22,,True
-28663.06,1.73,-4.525,-8.862,1357.95,1,3.7045,16628.38,1,-9613.62,-2.372,40.2192,-20.26,5.0552,17.652,6.027,9866.64,-3462.33,3.573,-5045.826,,True
-28034.49,0.73,-4.23634,-4.7733,1546.27,1,3.7589,16217.04,1,-10113.62,-1.606,54.87,-33.75,8.822,14.0814,3.3528,10140.84,-3393.87,5.001,-5196.6,-11.79,True
-28717.82,1.73,-4.21294,-5.1738,3030.35,0,3.6469,19097.98,0,-9641.22,-3.144,40.9233,-9.223,4.25632,13.4295,4.689,9515.34,-4985.55,1.215,-6124.42,-9.34,True
-28724.38,1.73,-9.016,-8.988,1646.08,0,4.1164,15848.58,1,-10803.62,-1.2766,57.117,-4.1011,12.324,20.814,1.5183,9209.64,-3631.62,5.403,-5167.84,,False
-28694.75,0.73,-5.8644,-5.0223,1924.95,1,4.583,16209.3,1,-9416.862,-0.6084,45.528,-34.91,5.0906,13.7211,4.623,11146.64,-3689.16,0.66,-4490.82,,True
-28678.5,1.73,-6.874,-4.395,1515.73,1,4.578,15950.58,0,-9735.02,-1.4468,57.603,-7.983,7.168,13.4235,3.1533,9594.94,-3100.95,2.5971,-4059.22,,False
-28711.94,1.73,-5.0332,-6.6957,1576.619,0,4.4245,16158.68,1,-8167.02,-0.648,47.298,-11.012,6.0376,15.7977,1.5042,9989.64,-3369.03,2.538,-4605.62,,False
-28695.538,0.73,-8.528,-8.199,1481.61,1,4.748,16360.56,0,-9656.62,-3.7,46.752,-16.19,9.716,15.0267,2.484,9860.24,-2953.65,4.272,-4705.62,-10.55,False
-28724.03,1.73,-4.21248,-6.1005,2030.95,1,4.928,16105.3,1,-9673.82,-3.832,38.8968,-11.688,5.4088,13.9536,6.297,9777.86,-4354.95,10.008,-5446.02,-10.35,True
-28647.31,0.73,-4.0693,-9.528,6380.35,1,3.856,15842.78,0,-16125.82,-1.161,15.633,-8.093,4.23448,14.5107,1.34964,10469.84,-4033.35,1.5069,-5203.46,,False
-28704.413,0.73,-6.494,-5.9493,1211.35,0,5.994,17766.38,1,-9849.02,-0.9582,23.256,-28.76,4.8272,19.236,5.301,9035.84,-3585.87,1.5726,-5812.02,-11.75,True
-28776.46,1.73,-5.8706,-5.1264,2085.75,0,3.832,15653.98,0,-9202.14,-1.7168,11.379,-4.3262,4.396,16.824,5.754,9365.64,-3480.768,0.7548,-4073.82,,False
-28697.981,1.73,-4.10228,-5.5464,1749.15,1,3.9579,15739.38,0,-10652.22,-5.958,37.9875,-5.527,6.48,14.9832,2.2599,9621.02,-3981.15,0.7182,-5823.22,,False
-28717.14,0.73,-4.07796,-9.981,1574.117,0,4.5198,16691.38,1,-9641.22,-1.213,47.865,-15.15,6.268,19.962,2.6592,9324.44,-3546.06,3.897,-5101.32,,True
